Unnamed: 0,Title,Artist,Top Genre,Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity,Genre
75240,Restless Hope,Paul Cardall,new-age,0.113,0.455,-24.402,0.0885,0.171,136229,0.611,0.0372,25,Classical/Opera
75241,Lion and Sheep,Andreas Vollenweider;Walter Keiser;Pedro Haldemann;Jon Otis,new-age,0.726,0.731,-6.629,0.23,0.63,174556,0.824,0.033,26,Classical/Opera
75242,Woodland Meditation,Dan Gibson's Solitudes,new-age,0.151,0.399,-21.041,0.448,0.143,411363,0.959,0.0403,26,Classical/Opera
75245,Freedom For The Stallion,George Winston,new-age,0.176,0.398,-11.77,0.102,0.187,299600,0.93,0.05,25,Classical/Opera
75246,Helen Jane Long : Porcelain : Turn Away,Helen Jane Long,new-age,0.0566,0.496,-26.831,0.105,0.182,263879,0.985,0.0394,25,Classical/Opera
75254,Talking to Nature (Live at Mandali),Shastro,new-age,0.165,0.213,-17.898,0.385,0.313,512000,0.957,0.0447,37,Classical/Opera
75259,Pachelbel's Canon in D,Hilary Stagg,new-age,0.0579,0.56,-24.436,0.101,0.245,169120,0.976,0.047,52,Classical/Opera
75260,The Storm (Live),Yanni,new-age,0.981,0.321,-6.151,0.705,0.0374,307453,0.061,0.424,38,Classical/Opera
75261,Dreaming Of Andromeda,Enigma,new-age,0.442,0.666,-10.572,0.113,0.332,266053,0.261,0.0289,41,Classical/Opera
75263,In the Monterey Mist,Laurie Z.,new-age,0.0742,0.278,-28.827,0.118,0.0807,198112,0.988,0.0465,26,Classical/Opera
75264,A Walk in the Rain,Yanni,new-age,0.562,0.446,-12.628,0.113,0.425,298440,0.479,0.031,38,Classical/Opera
75267,The Cross Of Changes,Enigma,new-age,0.142,0.18,-21.974,0.159,0.118,144400,0.567,0.0402,43,Classical/Opera
75268,For the Joy of It All,Karunesh,new-age,0.278,0.312,-14.475,0.103,0.0572,389413,0.337,0.0352,45,Classical/Opera
75269,Silent Warrior,Enigma,new-age,0.682,0.531,-14.591,0.453,0.372,369773,0.1,0.064,42,Classical/Opera
75271,The Healing,Parijat,new-age,0.147,0.131,-20.713,0.0672,0.0399,279357,0.94,0.0409,26,Classical/Opera
75272,When The Love Falls,Yiruma,new-age,0.158,0.381,-24.813,0.127,0.355,197573,0.991,0.0571,48,Classical/Opera
75273,No Water No Moon,Deuter,new-age,0.0281,0.36,-27.313,0.114,0.0768,239453,0.993,0.0455,25,Classical/Opera
75274,Sundial Dreams,Kevin Kern,new-age,0.156,0.593,-18.356,0.116,0.424,286493,0.98,0.0309,50,Classical/Opera
75275,Lovesong from the Mountains,Deuter,new-age,0.0878,0.184,-20.655,0.103,0.0374,478520,0.894,0.0461,53,Classical/Opera
75280,By Heart (feat. Laura Creamer),Jim Brickman;Laura Creamer,new-age,0.0868,0.39,-16.228,0.0827,0.154,249066,0.892,0.0358,24,Classical/Opera
75281,Shadows for Walter de la Mare,Michael Hoppé;Martin Tillman,new-age,0.214,0.106,-16.524,0.11,0.0379,242973,0.903,0.0423,25,Classical/Opera
75282,Washed with Love,Dean Evenson,new-age,0.198,0.19,-17.806,0.373,0.103,486440,0.977,0.0356,26,Classical/Opera
75283,The Family,Robert Haig Coxon,new-age,0.0866,0.174,-19.19,0.109,0.0387,636146,0.935,0.0402,25,Classical/Opera
75284,Dreams and Memories,Brian Crain,new-age,0.119,0.178,-18.541,0.111,0.0388,242639,0.89,0.0319,24,Classical/Opera
75285,The True Path,Dan Gibson's Solitudes,new-age,0.186,0.31,-26.223,0.832,0.124,332972,0.851,0.0556,25,Classical/Opera
75287,Simple Things (feat. Rebecca Lynn Howard),Jim Brickman;Rebecca Lynn Howard,new-age,0.596,0.622,-10.164,0.0842,0.618,209933,0.213,0.0322,25,Classical/Opera
75290,I Need Thee Every Hour,Paul Cardall,new-age,0.0298,0.385,-19.777,0.124,0.183,200586,0.986,0.0632,25,Classical/Opera
75291,Hemingbough... A Prelude,Robert Haig Coxon,new-age,0.174,0.234,-17.512,0.117,0.0469,379440,0.984,0.0391,25,Classical/Opera
75293,Moon-Silvered Clouds,Deuter,new-age,0.0391,0.269,-25.708,0.112,0.051,406586,0.981,0.0406,26,Classical/Opera
75294,Waking Dreams,Llewellyn,new-age,0.23,0.383,-23.059,0.906,0.192,302480,0.953,0.0583,25,Classical/Opera
75298,Tower Hill - Remastered 2003,Clannad,new-age,0.517,0.581,-11.813,0.138,0.526,230546,0.622,0.0264,26,Classical/Opera
75302,Peace In Every Step,David & Steve Gordon,new-age,0.243,0.227,-14.288,0.102,0.0397,432651,0.972,0.0382,32,Classical/Opera
75307,More Than All the Stars,Laura Sullivan,new-age,0.141,0.503,-26.212,0.108,0.579,141141,0.992,0.0315,41,Classical/Opera
75308,The Monks of Lindisfarne,Achillea,new-age,0.46,0.698,-15.919,0.136,0.205,192786,0.839,0.0448,45,Classical/Opera
75309,Almost A Whisper,Yanni,new-age,0.11,0.525,-21.504,0.0771,0.0917,192640,0.933,0.0313,32,Classical/Opera
75311,Whispers In The Dark,Yanni,new-age,0.0788,0.308,-22.856,0.0885,0.0633,328133,0.988,0.0302,41,Classical/Opera
75318,"10,000 Hours (Instrumental Version)",Laura Sullivan,new-age,0.187,0.398,-17.706,0.112,0.279,122130,0.991,0.032,48,Classical/Opera
75320,Chain of Life,2002,new-age,0.458,0.176,-12.956,0.106,0.133,306106,0.0416,0.0335,24,Classical/Opera
75321,Yeha Noha (Wishes Of Happiness And Prosperity),Sacred Spirit,new-age,0.384,0.576,-16.737,0.113,0.513,243666,0.31,0.0335,53,Classical/Opera
75322,Lillies On The Lake,Michael Hoppé;Tim Wheater,new-age,0.154,0.184,-18.879,0.11,0.0373,237493,0.99,0.0458,24,Classical/Opera
75324,Reflecting Pool,Brian Crain,new-age,0.119,0.182,-19.943,0.109,0.0748,266890,0.989,0.0342,24,Classical/Opera
75326,Dawn Mist - The Temple,Deuter,new-age,0.0257,0.168,-26.602,0.0932,0.0695,450480,0.978,0.0379,25,Classical/Opera
75327,Secrets from the Sky,Gomer Edwin Evans,new-age,0.0767,0.478,-18.656,0.0946,0.287,565680,0.963,0.0371,24,Classical/Opera
75330,Sanctuary,Llewellyn,new-age,0.137,0.212,-22.352,0.113,0.144,301493,0.888,0.0351,25,Classical/Opera
75331,It's a Small World,Jim Brickman,new-age,0.0999,0.376,-17.021,0.109,0.19,145527,0.972,0.0349,24,Classical/Opera
75333,Softly Falling,Kevin Kern,new-age,0.0283,0.399,-20.019,0.0595,0.208,262786,0.984,0.044,24,Classical/Opera
75335,"Come, Follow Me",Paul Cardall,new-age,0.0122,0.301,-23.608,0.0874,0.207,158013,0.987,0.0576,24,Classical/Opera
75337,He's A Runner,George Winston,new-age,0.00717,0.648,-17.928,0.087,0.442,316120,0.994,0.0915,24,Classical/Opera
75338,One by One,Paul Cardall,new-age,0.373,0.197,-10.047,0.095,0.194,376040,0.824,0.0357,24,Classical/Opera
75339,Destiny (feat. Jordan Hill & Billy Porter),Jim Brickman;Jordan Hill;Billy Porter,new-age,0.52,0.571,-7.157,0.365,0.342,227773,0.418,0.0255,54,Classical/Opera
75340,Graduation,George Winston,new-age,0.0928,0.363,-18.296,0.113,0.0791,107946,0.973,0.052,24,Classical/Opera
75342,Pearls and Tears,Andreas Vollenweider;Mark O'Connor;Vanesse Thomas;Lani Groves;Diva Gray;Patti Austin;Walter Keiser;Pedro Haldemann;Christoph Stiefel;Max Lässer;David Lindley,new-age,0.491,0.441,-8.103,0.175,0.152,314266,0.762,0.0301,25,Classical/Opera
75343,A Poor Wayfaring Man Of Grief,Paul Cardall,new-age,0.0898,0.479,-19.225,0.11,0.155,179240,0.988,0.0559,24,Classical/Opera
75344,Under the Trees of Hope,Andreas Vollenweider;Walter Keiser;Mindy Jostyn;Eberhard Hahn;Daniel Pezzotti,new-age,0.536,0.373,-8.542,0.113,0.46,248000,0.464,0.0295,24,Classical/Opera
75346,Ocean Rise,Tony O'Connor,new-age,0.391,0.577,-12.531,0.21,0.232,474533,0.864,0.0255,25,Classical/Opera
75347,Blues For Richard Folsom,George Winston,new-age,0.00217,0.42,-22.209,0.108,0.393,143053,0.993,0.0505,24,Classical/Opera
75348,Dance of the Masks,Andreas Vollenweider;Walter Keiser;Pedro Haldemann;Christoph Stiefel;Janne Schaffer;Fernando Fantini;Hans Bergström;Charly Fässler;Hanspeter Haas;Beat Briner;Daniel Pezzotti,new-age,0.573,0.608,-8.458,0.132,0.299,350733,0.702,0.0242,25,Classical/Opera
75349,Ancient Forest - Remastered 2003,Clannad,new-age,0.509,0.597,-9.239,0.191,0.599,181173,0.665,0.0271,25,Classical/Opera
75350,Heart,Yiruma,new-age,0.0397,0.492,-22.203,0.0609,0.0797,221000,0.995,0.0539,46,Classical/Opera
75352,If I Could Tell You,Yanni,new-age,0.208,0.313,-13.376,0.148,0.113,380795,0.988,0.0388,35,Classical/Opera
75353,"The About Time Theme (from ""About Time"")",Jacob's Piano,new-age,0.0141,0.376,-27.262,0.103,0.268,134000,0.988,0.0443,37,Classical/Opera
75357,Wandering Soul,Stive Morgan,new-age,0.558,0.588,-12.677,0.0688,0.454,436431,0.757,0.0466,42,Classical/Opera
75358,The End Of August,Yanni,new-age,0.381,0.146,-9.806,0.883,0.0753,307333,0.98,0.0307,38,Classical/Opera
75359,Gaze Upon the Beauty,Stanton Lanier,new-age,0.0516,0.123,-21.343,0.16,0.0664,288020,0.994,0.0401,23,Classical/Opera
75360,Chrysalis,2002,new-age,0.213,0.128,-16.083,0.0784,0.0348,334200,0.953,0.0404,24,Classical/Opera
75362,Ice and Fire,Stive Morgan,new-age,0.711,0.561,-11.111,0.165,0.216,454296,0.29,0.0326,45,Classical/Opera
75363,Country Road,Jim Brickman,new-age,0.181,0.386,-14.743,0.0966,0.216,224133,0.731,0.0311,23,Classical/Opera
75364,'Tis So Sweet,Jim Brickman,new-age,0.172,0.351,-17.708,0.112,0.259,223373,0.962,0.0455,23,Classical/Opera
75365,Fly,Jim Brickman,new-age,0.1,0.343,-20.593,0.36,0.133,341519,0.983,0.0323,23,Classical/Opera
75367,The Reckoning,Michael Hoppé;Martin Tillman;Tim Wheater,new-age,0.191,0.186,-26.023,0.112,0.0393,211666,0.788,0.0493,24,Classical/Opera
75369,Big Thing In The Sky,Will Ackerman,new-age,0.00571,0.2,-27.969,0.0917,0.154,396600,0.961,0.0386,24,Classical/Opera
75370,Shepherd Me,Ann Sweeten,new-age,0.138,0.318,-19.424,0.126,0.127,255546,0.987,0.0354,24,Classical/Opera
75371,Sacred Head Wounded / Power of the Cross / There Is a Fountain,David Carnes,new-age,0.0441,0.472,-20.867,0.0899,0.112,228826,0.986,0.0544,25,Classical/Opera
75372,Floating to Forever,Dean Evenson,new-age,0.324,0.135,-17.001,0.173,0.121,351226,0.934,0.037,25,Classical/Opera
75374,Creation,Robert Haig Coxon,new-age,0.112,0.189,-20.006,0.067,0.0378,534013,0.935,0.04,24,Classical/Opera
75375,Where Rivers Run,Anne Trenning,new-age,0.0865,0.382,-22.564,0.109,0.227,301373,0.988,0.0436,23,Classical/Opera
75376,The Hanging Road,Ann Sweeten,new-age,0.143,0.268,-18.425,0.109,0.179,315106,0.979,0.0314,23,Classical/Opera
75378,Flight of the Eagle (Piano and Cello),Brian Crain,new-age,0.225,0.345,-14.256,0.112,0.139,236667,0.984,0.0312,23,Classical/Opera
75379,It's About the Rose in the Vase on the Table,Karen Marie Garrett,new-age,0.137,0.36,-20.054,0.114,0.0399,304013,0.926,0.0397,23,Classical/Opera
75380,Infinite Expansion,Robert Haig Coxon,new-age,0.0823,0.0624,-23.724,0.0706,0.0378,251920,0.992,0.0474,24,Classical/Opera
75381,Mystic Blue,Dan Gibson's Solitudes,new-age,0.0923,0.208,-25.797,0.108,0.0612,332577,0.983,0.0405,24,Classical/Opera
75383,Summer's Child - Remastered,David Lanz,new-age,0.313,0.584,-13.442,0.0997,0.267,374693,0.664,0.0273,23,Classical/Opera
75384,Sacred Symbols (Reprise),Llewellyn,new-age,0.296,0.236,-22.328,0.954,0.141,330573,0.939,0.0826,24,Classical/Opera
75387,Migration,Ann Sweeten,new-age,0.141,0.281,-19.125,0.103,0.206,284373,0.978,0.0334,23,Classical/Opera
75392,Unto the Burning Circle,Andreas Vollenweider;Walter Keiser;Pedro Haldemann;Christoph Stiefel;Matthias Ziegler;Margaretha Zorbala;Mark O'Connor,new-age,0.665,0.57,-10.711,0.157,0.674,229093,0.368,0.0272,23,Classical/Opera
75396,Journey to Peace - Rain Mix,Liquid Mind,new-age,0.38,0.168,-20.002,0.918,0.037,740840,0.892,0.0599,24,Classical/Opera
75397,Caislean Óir - Remastered,Clannad,new-age,0.166,0.244,-15.085,0.14,0.223,126946,0.84,0.037,24,Classical/Opera
75400,Stay in Memory,Yiruma,new-age,0.34,0.589,-16.974,0.139,0.11,182453,0.986,0.105,45,Classical/Opera
75402,Once Upon a Dream,Emile Pandolfi,new-age,0.144,0.293,-18.288,0.164,0.219,235333,0.988,0.0422,49,Classical/Opera
75404,The Lake,Ad Dios,new-age,0.0895,0.503,-17.979,0.108,0.303,162253,0.958,0.0332,24,Classical/Opera
75405,The Voice & The Snake,Enigma,new-age,0.236,0.204,-27.946,0.108,0.101,101066,0.908,0.053,42,Classical/Opera
75408,Root Tones,Dean Evenson;Dudley Evenson,new-age,0.0534,0.0705,-20.957,0.11,0.0288,222253,0.852,0.0421,46,Classical/Opera
75410,Wheel of Dreams,Shadowfax,new-age,0.208,0.444,-16.165,0.087,0.093,291440,0.81,0.0333,23,Classical/Opera
75411,Temple of Silence,Deuter;Annette Cantor,new-age,0.2,0.159,-20.036,0.0454,0.0372,556240,0.982,0.0383,53,Classical/Opera
75414,Waterfalling for You,Dean Evenson,new-age,0.143,0.21,-19.186,0.124,0.0791,488000,0.933,0.0406,24,Classical/Opera
75415,On One Knee,Will Ackerman,new-age,0.053,0.318,-14.644,0.0655,0.161,241280,0.884,0.0448,24,Classical/Opera
75417,Move the Clouds,Shadowfax,new-age,0.0878,0.13,-19.601,0.0856,0.0676,192000,0.991,0.0373,23,Classical/Opera
75418,Twin Flames Rising,Aeoliah,new-age,0.0597,0.207,-24.436,0.0863,0.107,253240,0.994,0.046,24,Classical/Opera
75419,Counting the Sand of the Sea,Stanton Lanier,new-age,0.0274,0.341,-26.864,0.109,0.116,256162,0.99,0.0515,23,Classical/Opera
75420,Ready to Fly,2002,new-age,0.413,0.164,-11.079,0.148,0.176,267480,0.935,0.032,23,Classical/Opera
75422,In The Mountain Air,Jim Brickman,new-age,0.213,0.364,-18.34,0.151,0.359,154800,0.979,0.0411,22,Classical/Opera
75423,Marching Season,Yanni,new-age,0.486,0.485,-12.474,0.0836,0.132,337666,0.839,0.0332,34,Classical/Opera
75424,A Winter's Night,Jim Brickman,new-age,0.107,0.365,-15.788,0.0917,0.0793,150893,0.948,0.0416,22,Classical/Opera
75425,Man in the Rain,Mike Oldfield,new-age,0.585,0.573,-10.367,0.178,0.628,243400,0.34,0.0274,54,Classical/Opera
75428,To The One Who Knows,Yanni,new-age,0.186,0.172,-17.672,0.133,0.0544,339373,0.885,0.0325,36,Classical/Opera
75430,Rocket to the Moon,Jim Brickman,new-age,0.275,0.315,-14.689,0.105,0.162,151133,0.984,0.0428,22,Classical/Opera
75431,Rock-A-Bye Baby,Jim Brickman,new-age,0.0901,0.372,-18.261,0.0873,0.156,144356,0.986,0.0332,22,Classical/Opera
75433,At Midnight,George Winston,new-age,0.0116,0.447,-17.824,0.186,0.0992,261226,0.986,0.0675,22,Classical/Opera
75435,Touching Love,Robert Haig Coxon,new-age,0.148,0.0637,-19.065,0.107,0.0368,171000,0.983,0.0438,23,Classical/Opera
75439,A New Beginning,Paul Cardall,new-age,0.00186,0.457,-30.806,0.118,0.268,246773,0.995,0.0671,23,Classical/Opera
75442,Brothership,Andreas Vollenweider;Walter Keiser;Pedro Haldemann,new-age,0.482,0.652,-11.648,0.187,0.254,207840,0.807,0.0397,23,Classical/Opera
75443,In Their Gentle Presence,Dan Gibson's Solitudes,new-age,0.143,0.323,-25.143,0.334,0.0645,384753,0.978,0.0379,23,Classical/Opera
75445,By the Grace of the Sea,Dan Gibson's Solitudes,new-age,0.126,0.124,-23.587,0.745,0.156,259551,0.974,0.0356,23,Classical/Opera
75446,Papillon (On The Wings Of The Butterfly),David Arkenstone;Tena Hess;Nancy Rumbel;Kostia;Deborah Hanks;Jerome Franke;Eric Segnitz;Tim Klabunde;Mike Giacobassi;Robert Hanford;Helen Reich;Paul Gmeinder;Gloria Hays;The Milwaukee Jewish Day School Choir,new-age,0.281,0.355,-16.987,0.0868,0.0391,322333,0.303,0.031,23,Classical/Opera
75447,Shapes of Mystery,Tony O'Connor,new-age,0.601,0.392,-18.688,0.888,0.375,662266,0.889,0.0805,24,Classical/Opera
75449,Battles - Remastered 2003,Clannad,new-age,0.225,0.574,-15.474,0.107,0.103,62826,0.605,0.0573,24,Classical/Opera
75453,Sacred Mountain,Stanton Lanier,new-age,0.0964,0.3,-22.891,0.0946,0.157,293826,0.989,0.0766,22,Classical/Opera
75454,Briarcombe,Ira Stein,new-age,0.153,0.412,-17.123,0.0761,0.08,383640,0.837,0.0344,22,Classical/Opera
75455,Time of Love,Stive Morgan;Moon Haunter;Azat Gimadeev,new-age,0.481,0.391,-11.628,0.0824,0.133,375000,0.912,0.0313,44,Classical/Opera
75456,To the Summit,Jon Schmidt,new-age,0.427,0.451,-9.529,0.252,0.153,306893,0.843,0.0302,22,Classical/Opera
75457,The End of the Day,Will Ackerman;Charlie Bisharat;Noah Wilding,new-age,0.126,0.24,-15.304,0.0823,0.0705,344040,0.978,0.0339,23,Classical/Opera
75460,River Flows In You 너의 마음속엔 강이 흐른다 (feat. Ruvin),Yiruma;Ruvin,new-age,0.19,0.5,-14.689,0.0958,0.157,222075,0.935,0.0462,35,Classical/Opera
75461,It's Your Day,Yiruma,new-age,0.203,0.332,-22.194,0.108,0.274,221013,0.986,0.0422,46,Classical/Opera
75464,Where We Used To Play,Spencer Brewer,new-age,0.0494,0.334,-28.666,0.0937,0.136,245440,0.992,0.0558,22,Classical/Opera
75466,The Mermaid,Yanni,new-age,0.256,0.535,-13.477,0.364,0.118,229266,0.462,0.0318,35,Classical/Opera
75467,The Last Day of April,Ann Sweeten,new-age,0.156,0.308,-20.089,0.137,0.133,185533,0.964,0.0354,23,Classical/Opera
75468,In A Lover's Eyes,Jim Brickman,new-age,0.093,0.448,-18.63,0.0963,0.344,199533,0.984,0.0728,22,Classical/Opera
75469,Simple Things,Karen Marie Garrett,new-age,0.0705,0.415,-21.322,0.0959,0.318,254480,0.989,0.0779,22,Classical/Opera
75470,Green Mountain Trail,Sean Harkness,new-age,0.283,0.677,-15.893,0.106,0.373,225933,0.97,0.0368,23,Classical/Opera
75471,The Edge of a Petal,Brian Crain,new-age,0.059,0.239,-21.249,0.141,0.0549,260620,0.981,0.0399,22,Classical/Opera
75472,Spirit of Water,Dean Evenson,new-age,0.211,0.157,-17.041,0.14,0.109,258000,0.974,0.042,24,Classical/Opera
75478,Reunion of Joy,Dan Gibson's Solitudes,new-age,0.544,0.271,-19.015,0.68,0.0342,81573,0.971,0.193,23,Classical/Opera
75479,The Africans,Terry Oldfield,new-age,0.325,0.414,-15.885,0.312,0.0771,553377,0.0589,0.0389,23,Classical/Opera
75481,On Gentle Waves,Bernward Koch,new-age,0.127,0.304,-18.351,0.127,0.0549,208906,0.897,0.03,23,Classical/Opera
75482,Timeless and Free,Michael Maxwell,new-age,0.306,0.175,-22.915,0.972,0.0757,328166,0.95,0.0996,23,Classical/Opera
75483,Hollow Bamboo 2,Deuter,new-age,0.00789,0.0966,-31.222,0.073,0.0459,371400,0.992,0.0451,23,Classical/Opera
75484,Free Fall - Remastered,David Lanz,new-age,0.363,0.721,-11.557,0.107,0.647,264573,0.699,0.0341,23,Classical/Opera
75485,If I Could,Helen Jane Long,new-age,0.122,0.254,-21.159,0.144,0.102,150185,0.959,0.0337,22,Classical/Opera
75486,Angels of the Sea,Dan Gibson's Solitudes,new-age,0.353,0.185,-21.993,0.808,0.112,424412,0.615,0.0609,23,Classical/Opera
75487,Yellow Submarine,Brian Crain,new-age,0.0566,0.432,-23.845,0.153,0.385,204486,0.992,0.0398,22,Classical/Opera
75488,The Green Glens Of Antrim,Phil Coulter,new-age,0.114,0.375,-21.846,0.0863,0.21,185626,0.977,0.0286,23,Classical/Opera
75490,The Beckoning Sea,Michael Maxwell,new-age,0.406,0.167,-22.063,0.39,0.415,615513,0.837,0.0801,23,Classical/Opera
75491,Sunrise on the Sea,Dan Gibson's Solitudes,new-age,0.0742,0.329,-31.799,0.961,0.0475,514227,0.567,0.0402,23,Classical/Opera
75492,Dawn in the Valley,Dan Gibson's Solitudes,new-age,0.102,0.302,-28.852,0.669,0.166,357214,0.949,0.0601,22,Classical/Opera
75494,A Distant Shade of Green,Kevin Kern,new-age,0.242,0.43,-20.317,0.142,0.754,199360,0.995,0.0476,22,Classical/Opera
75495,Pua Sadinia (Not To Be Forgotten),George Winston,new-age,0.0142,0.526,-18.193,0.101,0.408,351360,0.987,0.0526,22,Classical/Opera
75496,Monterey,George Winston,new-age,0.185,0.443,-15.85,0.103,0.142,273757,0.991,0.0676,22,Classical/Opera
75497,The Joy of Quiet,Liquid Mind,new-age,0.156,0.0615,-21.74,0.0926,0.0339,527177,0.947,0.0442,24,Classical/Opera
75498,Reflections,Tony O'Connor,new-age,0.111,0.185,-21.832,0.0471,0.0781,282000,0.941,0.0366,23,Classical/Opera
75499,Ocean Moods,Tony O'Connor,new-age,0.172,0.255,-15.741,0.317,0.129,433880,0.939,0.0349,23,Classical/Opera
75500,Embrace of Silence,Yiruma,new-age,0.0156,0.425,-27.586,0.0842,0.146,173000,0.996,0.0553,45,Classical/Opera
75501,Blue Dream (Softly),Fiona Joy Hawkins,new-age,0.0264,0.367,-21.3,0.0876,0.15,188561,0.985,0.0403,34,Classical/Opera
75505,Never Too Late,Yanni,new-age,0.777,0.54,-8.405,0.083,0.712,301333,0.217,0.0294,35,Classical/Opera
75506,A Place Without Words,Ira Stein,new-age,0.145,0.331,-18.287,0.0928,0.111,278826,0.912,0.039,22,Classical/Opera
75510,Now We Are,Parijat,new-age,0.218,0.73,-19.854,0.0796,0.332,357042,0.969,0.0423,22,Classical/Opera
75511,For Carmine,Will Ackerman;Eugene Friesen;Tom Eaton,new-age,0.231,0.286,-18.024,0.112,0.126,280320,0.989,0.0369,22,Classical/Opera
75513,Return To The Heart,David Lanz,new-age,0.09,0.467,-20.992,0.0573,0.138,200826,0.974,0.0652,48,Classical/Opera
75514,Hearts of Fire,Aeoliah,new-age,0.0697,0.115,-23.788,0.109,0.0339,370533,0.941,0.0376,23,Classical/Opera
75515,Out From The Deep,Enigma,new-age,0.596,0.401,-11.482,0.388,0.221,293106,0.224,0.0404,40,Classical/Opera
75516,Heartmagic,Gary Stadler;Stephannie,new-age,0.038,0.339,-24.578,0.12,0.0515,252480,0.992,0.039,23,Classical/Opera
75517,"Feather Theme (From ""Forrest Gump"")",Danny Wright,new-age,0.0545,0.395,-26.526,0.0832,0.167,187857,0.969,0.0464,53,Classical/Opera
75518,The Wheel,Will Ackerman,new-age,0.418,0.182,-9.3,0.0889,0.144,187120,0.146,0.0303,23,Classical/Opera
75522,Dancing on the Clouds (instrumental),Jennifer Thomas,new-age,0.191,0.366,-16.628,0.094,0.105,260813,0.901,0.0321,21,Classical/Opera
75525,Dolphin Dreams,Dan Gibson's Solitudes,new-age,0.0695,0.254,-28.95,0.372,0.0863,398685,0.982,0.0374,22,Classical/Opera
75526,"The Fairy Ring, Part 1 - Remastered",Mike Rowland,new-age,0.258,0.0852,-12.255,0.131,0.0395,746093,0.206,0.0372,22,Classical/Opera
75528,Pool of Mirrors,Dan Gibson's Solitudes,new-age,0.0948,0.311,-29.575,0.907,0.0649,398133,0.861,0.0555,22,Classical/Opera
75529,Rock-a-Bye Baby,Brian Crain,new-age,0.0322,0.517,-25.049,0.0828,0.358,211353,0.989,0.0401,21,Classical/Opera
75530,Swept Away in Wonder,Dan Gibson's Solitudes,new-age,0.219,0.143,-25.223,0.887,0.255,327190,0.961,0.0626,22,Classical/Opera
75532,Watery Illumination,Dan Gibson's Solitudes,new-age,0.0863,0.328,-28.055,0.955,0.0674,332879,0.931,0.0425,22,Classical/Opera
75533,Perchance To Dream,Nightnoise,new-age,0.138,0.24,-20.625,0.103,0.17,298466,0.935,0.0391,22,Classical/Opera
75534,Jessica's Theme (from The Man from Snowy River),Jon Schmidt,new-age,0.0368,0.454,-20.558,0.0805,0.175,307720,0.984,0.0558,21,Classical/Opera
75535,Morning Light,Dan Gibson's Solitudes,new-age,0.144,0.216,-28.982,0.951,0.18,700760,0.854,0.082,22,Classical/Opera
75537,The Moment In Which You Must Finally Let Go Of The Tether Which Has Held Your Hope Airborne,Will Ackerman,new-age,0.0785,0.442,-21.244,0.115,0.153,342133,0.972,0.0509,22,Classical/Opera
75538,He Is Risen,Paul Cardall,new-age,0.202,0.428,-13.459,0.0881,0.277,155333,0.958,0.048,22,Classical/Opera
75540,Angels of the Reef,Dan Gibson's Solitudes,new-age,0.11,0.117,-26.081,0.702,0.0449,350201,0.977,0.0442,22,Classical/Opera
75541,The Stone (Close Up),Andreas Vollenweider;Walter Keiser;Pedro Haldemann;Corin Curschellas,new-age,0.307,0.171,-15.992,0.292,0.0947,182200,0.941,0.0406,22,Classical/Opera
75542,"Pacific Treefrog, Winter Wren, Varied Trush, Fox Sparrow, Robin",Dan Gibson's Solitudes,new-age,0.00919,0.449,-36.764,0.136,0.122,253000,0.892,0.221,22,Classical/Opera
75547,Plains - Eastern Montana Blues,George Winston,new-age,0.00179,0.456,-22.04,0.109,0.399,228357,0.99,0.0765,22,Classical/Opera
75548,Scarlet Inside - (Remastered 2003) [Live],Clannad,new-age,0.398,0.563,-11.005,0.0635,0.258,310693,0.157,0.0292,23,Classical/Opera
75549,"River Of Dreams (adapted from ""The Four Seasons: Winter, RV 297"")",Hayley Westenra,new-age,0.177,0.233,-14.373,0.182,0.132,259760,0.849,0.0379,24,Classical/Opera
75550,Lost In Nothingness,Enigma,new-age,0.132,0.161,-18.916,0.0879,0.0314,200680,0.847,0.0326,39,Classical/Opera
75551,Walking In The Forest,Yiruma,new-age,0.128,0.401,-16.846,0.106,0.0578,187250,0.988,0.0387,43,Classical/Opera
75552,Waltz in E Minor (For Cello),Yiruma,new-age,0.11,0.156,-20.308,0.111,0.0733,147586,0.983,0.0433,43,Classical/Opera
75555,Walk With Me (Piano / Cello Version),Robin Spielberg,new-age,0.15,0.388,-16.115,0.125,0.176,209294,0.978,0.031,50,Classical/Opera
75557,T.N.T. For The Brain,Enigma,new-age,0.713,0.581,-11.997,0.341,0.73,266066,0.246,0.0411,37,Classical/Opera
75558,Keeper of Mystery,Karunesh,new-age,0.666,0.567,-10.523,0.0908,0.328,336866,0.606,0.0299,41,Classical/Opera
75559,Land of the Elves,Achillea,new-age,0.108,0.427,-20.024,0.123,0.0377,144626,0.856,0.0346,44,Classical/Opera
75560,Wait There,Yiruma,new-age,0.15,0.49,-19.021,0.0749,0.212,246426,0.989,0.0523,45,Classical/Opera
75565,Blessed Path,Dean Evenson;Scott Huckabay,new-age,0.136,0.144,-20.006,0.101,0.0389,239613,0.981,0.037,23,Classical/Opera
75566,"River Dawn, Part 7",Catherine Marie Charlton,new-age,0.0237,0.324,-32.081,0.123,0.0758,313893,0.991,0.0556,22,Classical/Opera
75567,Wildflowers,Stanton Lanier,new-age,0.15,0.311,-21.73,0.0777,0.0385,422880,0.957,0.0415,21,Classical/Opera
