,Title,Artist,Top Genre,Energy,Danceability,Loudness (dB),Liveness,Valence,Length (Duration),Acousticness,Speechiness,Popularity,Genre
85310,False Pretense,The Red Jumpsuit Apparatus,punk-rock,0.93,0.509,-2.689,0.152,0.783,149640,0.00137,0.0474,64,Rock
85313,Disorder - 2007 Remaster,Joy Division,punk-rock,0.798,0.32,-7.078,0.176,0.74,209039,0.00033,0.124,69,Rock
85314,Do the Whirlwind,Architecture In Helsinki,punk-rock,0.415,0.791,-8.419,0.387,0.556,279040,0.153,0.0562,44,Rock
85315,Humanos Como Tú,División Minúscula,punk-rock,0.741,0.608,-6.537,0.124,0.667,229533,0.0858,0.0266,42,Rock
85316,Sorry,NTRL,punk-rock,0.85,0.532,-7.375,0.187,0.421,229213,0.00165,0.0572,42,Rock
85318,Para Pau,GIT,punk-rock,0.309,0.6,-14.714,0.661,0.187,270026,0.0515,0.035,42,Rock
85319,Planta - Remasterizado 2007,Soda Stereo,punk-rock,0.474,0.365,-7.522,0.109,0.042,292573,0.0209,0.0315,41,Rock
85323,Cómo Estamos Hoy,Super Ratones,punk-rock,0.886,0.538,-5.806,0.527,0.689,160066,0.00104,0.107,41,Rock
85324,La Gente Que Habla Sola,Attaque 77,punk-rock,0.773,0.439,-2.764,0.14,0.593,318253,0.0301,0.0311,41,Rock
85326,Ecos - Remasterizado 2007,Soda Stereo,punk-rock,0.751,0.641,-6.939,0.304,0.463,297733,0.0188,0.0405,41,Rock
85327,Pohjanmaalla,Klamydia,punk-rock,0.975,0.39,-2.602,0.326,0.636,207266,0.00231,0.0373,41,Rock
85328,Dale!,Catupecu Machu,punk-rock,0.814,0.361,-4.73,0.203,0.595,310373,0.000775,0.118,41,Rock
85329,Dr. Saturno,Patricio Rey y sus Redonditos de Ricota,punk-rock,0.89,0.428,-6.874,0.0902,0.539,328933,0.000315,0.0422,42,Rock
85330,Skin Deep,The Stranglers,punk-rock,0.814,0.638,-8.802,0.12,0.773,233186,0.149,0.0312,41,Rock
85333,Metrópolis Nueva,Catupecu Machu,punk-rock,0.881,0.549,-2.476,0.399,0.434,247453,0.0677,0.0505,42,Rock
85335,Inútil - Acústico,Ultraje a Rigor,punk-rock,0.97,0.416,-5.106,0.328,0.733,157520,0.0148,0.0639,42,Rock
85338,"Nena, la Fiesta Terminó... - Las Zorras de Alex",Chingadazo de Kung Fu,punk-rock,0.87,0.448,-4.517,0.132,0.829,152972,0.0137,0.0716,42,Rock
85339,Chicholina,Los Peores De Chile,punk-rock,0.875,0.629,-7.806,0.152,0.92,199346,0.00381,0.0662,41,Rock
85340,Bailando Como Mono,La Floripondio,punk-rock,0.648,0.678,-6.518,0.175,0.971,186848,0.0209,0.0312,42,Rock
85341,Alt Jeg Trenger,Oslo Ess,punk-rock,0.853,0.489,-4.925,0.199,0.511,258586,0.0271,0.0384,40,Rock
85345,Un velero llamado Libertad,2 minutos,punk-rock,0.955,0.453,-4.363,0.0408,0.648,214573,0.000143,0.0536,42,Rock
85346,La Noche Sin Tí,Bulldog,punk-rock,0.895,0.49,-5.851,0.0901,0.354,341952,0.0024,0.05,41,Rock
85348,La Ruta del Tentempié,Charly García,punk-rock,0.552,0.682,-9.031,0.198,0.82,259519,0.285,0.0311,41,Rock
85351,Love My Way,The Psychedelic Furs,punk-rock,0.85,0.637,-5.054,0.152,0.52,213973,0.00487,0.0351,66,Rock
85352,Кукла колдуна,Korol i Shut,punk-rock,0.796,0.386,-4.76,0.124,0.635,202040,0.0259,0.0413,57,Rock
85353,Fvck Somebody,The Wrecks,punk-rock,0.661,0.533,-5.196,0.347,0.603,181013,0.0239,0.0418,55,Rock
85354,I Know It's Over - 2011 Remaster,The Smiths,punk-rock,0.424,0.407,-10.583,0.234,0.404,349186,0.0847,0.0318,67,Rock
85355,Self Esteem,The Offspring,punk-rock,0.862,0.488,-7.595,0.359,0.706,257826,0.0204,0.0476,77,Rock
85356,I Miss Having Sex But At Least I Don't Wanna Die Anymore,Waterparks,punk-rock,0.81,0.582,-4.104,0.351,0.874,133351,0.0763,0.106,66,Rock
85357,Dale Luz Al Instante,Luis Alberto Spinetta,punk-rock,0.431,0.649,-11.319,0.216,0.474,306800,0.366,0.0283,41,Rock
85359,Love Will Tear Us Apart - 2020 Remaster,Joy Division,punk-rock,0.923,0.527,-7.458,0.127,0.899,208453,0.000541,0.0379,69,Rock
85360,Hjertet Følger Med,The Minds Of 99,punk-rock,0.973,0.512,-4.822,0.0763,0.902,282416,0.0022,0.0573,41,Rock
85361,Define,Hilera,punk-rock,0.929,0.532,-4.644,0.118,0.465,191413,0.0302,0.0388,41,Rock
85362,Ojo De La Tormenta - Remasterizado 2007,Soda Stereo,punk-rock,0.833,0.539,-6.527,0.319,0.522,273160,0.000419,0.0262,41,Rock
85364,Golden Brown,The Stranglers,punk-rock,0.383,0.562,-15.474,0.138,0.599,206760,0.143,0.0304,71,Rock
85365,Só Notícia Boa,Comunidade Nin-jitsu;Armandinho,punk-rock,0.628,0.631,-7.393,0.0852,0.963,197000,0.0383,0.14,41,Rock
85366,Danza Rota,Soda Stereo,punk-rock,0.891,0.73,-5.137,0.0685,0.64,211680,0.0879,0.0532,41,Rock
85367,Canciones,Árbol,punk-rock,0.829,0.61,-2.177,0.136,0.963,139306,0.0901,0.0663,41,Rock
85369,Chikanorexika,Árbol,punk-rock,0.911,0.683,-3.332,0.0726,0.879,231866,0.162,0.0665,40,Rock
85370,Divokej Ir,Rybičky 48;Vašek Bláha,punk-rock,0.947,0.489,-4.744,0.398,0.779,136853,0.000489,0.0405,40,Rock
85372,Inútil,Ultraje a Rigor,punk-rock,0.793,0.607,-8.885,0.126,0.968,213973,0.00377,0.0477,40,Rock
85373,Sweet Sahumerio - Remasterizado 2007,Soda Stereo,punk-rock,0.665,0.634,-12.186,0.148,0.206,363360,0.00119,0.0363,41,Rock
85374,Reuni,Rocket Rockers,punk-rock,0.914,0.586,-2.684,0.299,0.696,209786,0.135,0.066,41,Rock
85375,En el Séptimo Día (SEP7IMO DIA),Soda Stereo,punk-rock,0.933,0.523,-5.208,0.081,0.726,183722,0.000502,0.0366,41,Rock
85376,La Colina de la Vida,Attaque 77,punk-rock,0.981,0.395,-5.049,0.684,0.451,258586,0.00039,0.0463,40,Rock
85377,No Existes,Soda Stereo,punk-rock,0.858,0.421,-4.881,0.192,0.411,283680,0.0117,0.0574,40,Rock
85378,La Octava Maravilla,Massacre,punk-rock,0.837,0.289,-3.284,0.388,0.24,290613,0.00671,0.0428,41,Rock
85381,O Veneno,O Surto,punk-rock,0.922,0.505,-3.403,0.0934,0.446,190266,0.0491,0.0783,41,Rock
85382,Sauflied,Schmutzki,punk-rock,0.932,0.547,-3.122,0.128,0.833,120773,0.0174,0.0869,40,Rock
85383,Ameba - Remasterizado 2007,Soda Stereo,punk-rock,0.778,0.438,-7.271,0.411,0.531,256665,2.1e-05,0.0355,41,Rock
85385,Cabrobró,Tianastacia,punk-rock,0.989,0.23,-4.102,0.607,0.48,188406,0.00239,0.245,40,Rock
85386,Himno de Mi Corazón - Acústico en Vivo,El Bordo,punk-rock,0.702,0.554,-10.33,0.986,0.359,222960,0.17,0.0304,41,Rock
85387,Perfectos Cromosomas,Catupecu Machu,punk-rock,0.942,0.608,-3.401,0.119,0.46,219480,0.0235,0.0696,40,Rock
85389,"Pool, Averna y Papusa",Patricio Rey y sus Redonditos de Ricota,punk-rock,0.436,0.806,-9.877,0.108,0.706,295960,0.64,0.0391,40,Rock
85391,Superficies de Placer,Virus,punk-rock,0.523,0.721,-12.212,0.131,0.377,266986,0.412,0.0448,41,Rock
85393,Fatal Destino,Bulldog,punk-rock,0.959,0.421,-3.324,0.338,0.592,342479,0.0139,0.154,41,Rock
85394,Donde las Aguilas Se Atreven,Attaque 77,punk-rock,0.477,0.574,-18.054,0.222,0.923,248040,0.00393,0.0302,41,Rock
85396,Rap de las Hormigas,Charly García,punk-rock,0.867,0.676,-9.627,0.277,0.888,194306,0.381,0.0447,41,Rock
85399,Você Não Sabe o Que Perdeu,Cachorro Grande,punk-rock,0.94,0.501,-5.393,0.344,0.835,167026,0.000145,0.0451,40,Rock
85400,I Really Wish I Hated You,blink-182,punk-rock,0.81,0.615,-6.137,0.289,0.728,191066,0.0358,0.0506,64,Rock
85401,The Rock Show,blink-182,punk-rock,0.959,0.41,-4.563,0.0766,0.83,171600,0.000324,0.0869,73,Rock
85403,How Soon Is Now? - 2011 Remaster,The Smiths,punk-rock,0.93,0.398,-6.76,0.0874,0.725,408173,0.000854,0.0615,72,Rock
85404,Lock Me Up,The Cab,punk-rock,0.857,0.687,-6.31,0.467,0.68,209626,0.0852,0.034,58,Rock
85405,Yetmiyor,Çilekeş,punk-rock,0.749,0.472,-6.537,0.153,0.107,276080,0.000954,0.0304,40,Rock
85406,I'm So Tired,Fugazi,punk-rock,0.13,0.328,-15.094,0.122,0.169,118933,0.892,0.0307,63,Rock
85407,Telephone,Waterparks,punk-rock,0.951,0.595,-3.279,0.336,0.873,153994,0.032,0.068,59,Rock
85409,Apariencia,GUFI,punk-rock,0.939,0.448,-5.971,0.319,0.688,217920,0.000485,0.0681,40,Rock
85410,Disco Eterno - MTV Unplugged,Soda Stereo,punk-rock,0.845,0.547,-6.146,0.696,0.352,427026,0.015,0.0361,40,Rock
85411,Adela en el Carrousell,Charly García,punk-rock,0.601,0.637,-9.175,0.416,0.631,315560,0.378,0.0267,40,Rock
85412,Suerte!,Árbol,punk-rock,0.9,0.6,-2.328,0.0307,0.695,159693,0.00872,0.0744,40,Rock
85413,El Karma de Vivir al Sur,Charly García,punk-rock,0.34,0.558,-12.036,0.0864,0.213,211693,0.461,0.0254,40,Rock
85414,She Runaway,boom boom kid,punk-rock,0.74,0.588,-4.913,0.109,0.852,184106,0.00119,0.0309,40,Rock
85415,Superstar,Soda Stereo,punk-rock,0.692,0.555,-9.717,0.2,0.551,248333,1.58e-05,0.0299,40,Rock
85416,La Última Y Me Voy,División Minúscula,punk-rock,0.946,0.458,-3.603,0.36,0.519,226973,0.00455,0.0446,41,Rock
85417,Enes,Árbol,punk-rock,0.737,0.684,-4.236,0.171,0.588,194040,0.0121,0.0468,39,Rock
85418,Sexperienced,Cachorro Grande,punk-rock,0.884,0.321,-6.727,0.381,0.573,126866,0.000321,0.0883,40,Rock
85420,Lo Único Feo Es No Tener Porque Vivir,boom boom kid,punk-rock,0.93,0.577,-4.553,0.0893,0.448,193333,0.0102,0.0679,40,Rock
85422,Lluvia,Charly García,punk-rock,0.71,0.688,-7.124,0.357,0.66,226146,0.15,0.0245,40,Rock
85423,La Reina de Marte,Massacre,punk-rock,0.877,0.499,-4.938,0.0947,0.442,235866,0.000415,0.0302,40,Rock
85425,Paul,GUFI,punk-rock,0.961,0.366,-4.327,0.0964,0.505,226481,8.57e-05,0.147,40,Rock
85426,Unos Pocos Peligros Sensatos,Patricio Rey y sus Redonditos de Ricota,punk-rock,0.787,0.466,-6.929,0.134,0.86,185306,0.0608,0.0463,40,Rock
85427,Gastrosexuál,Wohnout,punk-rock,0.832,0.524,-6.441,0.0916,0.557,215653,0.00068,0.0414,39,Rock
85428,Pinini Reggae,Sumo,punk-rock,0.475,0.853,-11.592,0.0998,0.962,215280,0.0163,0.122,40,Rock
85431,Necesito Tu Amor,Charly García,punk-rock,0.802,0.604,-7.561,0.0713,0.473,216186,0.0116,0.0344,40,Rock
85432,Un Millón De Años Luz - Remasterizado 2007,Soda Stereo,punk-rock,0.802,0.52,-5.763,0.334,0.499,304346,0.017,0.0265,40,Rock
85433,"No Me Importa - ¡Oh, Oh!",Chingadazo de Kung Fu,punk-rock,0.81,0.489,-6.93,0.137,0.479,147046,0.00781,0.0383,40,Rock
85435,Serú Giran Medley - Live,Charly García,punk-rock,0.312,0.402,-14.018,0.823,0.13,416133,0.842,0.042,40,Rock
85436,Nada a Declarar,Ultraje a Rigor,punk-rock,0.798,0.463,-3.937,0.265,0.731,180733,0.0415,0.128,39,Rock
85437,Bebendo vinho,wander wildner,punk-rock,0.638,0.55,-10.438,0.108,0.6,268493,0.000421,0.0259,39,Rock
85438,No Te Voy a Regresar Tu Apple Tv,Chingadazo de Kung Fu,punk-rock,0.943,0.596,-1.729,0.149,0.708,215858,0.0022,0.0401,40,Rock
85440,Superhéroes,Charly García,punk-rock,0.562,0.601,-13.324,0.109,0.413,267653,0.228,0.077,40,Rock
85444,Cancion Para Mi Muerte - Bonus Track,Charly García,punk-rock,0.522,0.453,-7.178,0.375,0.242,244600,0.258,0.034,40,Rock
85445,Svatá Petra,Tři Sestry,punk-rock,0.974,0.562,-2.759,0.31,0.624,175939,0.0267,0.083,39,Rock
85447,Dale Hawerchuk,Les Dales Hawerchuk,punk-rock,0.97,0.509,-6.485,0.18,0.586,132800,0.155,0.0704,39,Rock
85449,Für diese eine Nacht,Feine Sahne Fischfilet,punk-rock,0.888,0.254,-4.864,0.141,0.449,203998,0.0379,0.0482,40,Rock
85451,Perfectly Perfect,Simple Plan,punk-rock,0.547,0.602,-6.954,0.117,0.508,187186,0.011,0.0304,51,Rock
85452,STARSTRUKK (feat. Katy Perry),3OH!3;Katy Perry;Matt Squire,punk-rock,0.805,0.607,-5.579,0.231,0.232,202666,0.00175,0.0608,65,Rock
85453,"1, 2, 3, 4",Plain White T's,punk-rock,0.548,0.458,-7.1,0.106,0.55,198373,0.599,0.0263,41,Rock
85454,Cayendo,Distimia Agorafóbica,punk-rock,0.494,0.679,-12.167,0.132,0.704,246888,0.000431,0.0333,39,Rock
85455,Hung Up,Hot Chelle Rae,punk-rock,0.875,0.668,-3.963,0.379,0.934,193733,0.0428,0.0447,48,Rock
85463,En Fremmed,The Minds Of 99,punk-rock,0.82,0.484,-5.972,0.529,0.439,220125,0.00184,0.0471,39,Rock
85464,Dammit,blink-182,punk-rock,0.974,0.429,-5.136,0.164,0.33,165373,0.00168,0.0899,68,Rock
85465,В диапазоне,Pornofilmy,punk-rock,0.907,0.486,-4.309,0.0768,0.249,331319,0.00034,0.111,53,Rock
85466,Stupid for You,Waterparks,punk-rock,0.922,0.581,-3.408,0.202,0.596,191544,0.024,0.0666,62,Rock
85468,En Engel,The Minds Of 99,punk-rock,0.83,0.663,-4.949,0.101,0.586,255804,0.0138,0.0446,39,Rock
85469,Observándonos (Satélites) - Remasterizado 2007,Soda Stereo,punk-rock,0.898,0.618,-4.289,0.148,0.712,186880,0.284,0.0408,40,Rock
85470,Kaunehin oot,Klamydia,punk-rock,0.97,0.475,-2.206,0.0856,0.323,141306,0.00071,0.0679,39,Rock
85471,O Rock Acabou,Moptop,punk-rock,0.892,0.397,-3.873,0.19,0.554,197786,0.00114,0.0426,39,Rock
85472,Somos Iguales,Tronic,punk-rock,0.938,0.389,-1.079,0.297,0.618,164575,0.225,0.0484,39,Rock
85474,Percussion Baby,Sumo,punk-rock,0.543,0.89,-10.976,0.0719,0.284,226133,0.106,0.0948,40,Rock
85475,Angel Eléctrico - Remasterizado 2007,Soda Stereo,punk-rock,0.694,0.321,-7.034,0.11,0.154,276226,0.000945,0.0323,39,Rock
85476,Control,División Minúscula,punk-rock,0.925,0.585,-3.872,0.244,0.388,260853,0.00959,0.053,40,Rock
85477,Tropa De Elite,Tihuana,punk-rock,0.881,0.716,-5.879,0.0383,0.962,194773,0.0434,0.0935,39,Rock
85480,Inútil - Ao vivo,Ultraje a Rigor,punk-rock,0.958,0.132,-5.88,0.913,0.515,200720,0.00176,0.0913,38,Rock
85482,Brick By Brick,boom boom kid,punk-rock,0.469,0.322,-8.433,0.111,0.134,136840,0.271,0.0653,39,Rock
85483,Rock del Gato (En Vivo en el Hipódromo),Ratones Paranoicos,punk-rock,0.893,0.425,-6.305,0.889,0.783,246160,0.161,0.059,39,Rock
85485,Hitam Putih Dunia,Rocket Rockers,punk-rock,0.92,0.375,-3.482,0.19,0.616,270053,0.102,0.0625,39,Rock
85487,Nós vamos invadir sua praia - Avenida,Ultraje a Rigor,punk-rock,0.97,0.509,-6.732,0.0459,0.665,254906,0.00951,0.0697,39,Rock
85488,Bohém zapomenutý dítě,Rybičky 48,punk-rock,0.924,0.637,-2.572,0.345,0.653,222017,0.07,0.0338,39,Rock
85489,Ganges,Luis Alberto Spinetta,punk-rock,0.32,0.678,-14.251,0.178,0.695,242400,0.655,0.0297,39,Rock
85490,El Sueño del Jinete,Skay Beilinson,punk-rock,0.717,0.646,-6.638,0.105,0.792,178786,0.00115,0.0292,39,Rock
85491,Rock Del Pedazo,Ratones Paranoicos,punk-rock,0.837,0.608,-7.845,0.402,0.656,195826,0.00497,0.0371,39,Rock
85492,Sólo Un Hombre De Suerte,GIT,punk-rock,0.415,0.808,-11.871,0.154,0.737,276586,0.124,0.0286,39,Rock
85497,Filosofía Barata y Zapatos de Goma,Charly García,punk-rock,0.452,0.588,-14.248,0.0797,0.211,235040,0.0961,0.0325,40,Rock
85498,Arrancacorazones - Acústico en Vivo,Attaque 77,punk-rock,0.838,0.385,-6.051,0.91,0.274,226000,0.23,0.0369,39,Rock
85499,Melhor do Que Você Pensa,Tequila Baby,punk-rock,0.771,0.591,-5.3,0.0932,0.834,264520,0.000774,0.0339,38,Rock
85501,Stay Together For The Kids,blink-182,punk-rock,0.78,0.519,-4.939,0.156,0.166,239333,0.00165,0.0356,69,Rock
85502,Pretty Fly (For A White Guy),The Offspring,punk-rock,0.895,0.723,-3.707,0.0717,0.963,188666,0.088,0.102,75,Rock
85504,Seksi! Seksi!,Kamikazee,punk-rock,0.906,0.614,-5.073,0.0768,0.746,250733,0.00691,0.0998,38,Rock
85505,Ma Cherie Bon Bon,The Minds Of 99,punk-rock,0.887,0.568,-4.436,0.336,0.745,211149,0.0194,0.0897,39,Rock
85508,Escapar,Árbol,punk-rock,0.755,0.45,-5.872,0.17,0.243,176643,0.0139,0.0316,38,Rock
85509,Дурак и молния,Korol i Shut,punk-rock,0.744,0.434,-9.449,0.342,0.668,114333,0.111,0.194,55,Rock
85510,Fina Ropa Blanca,Luis Alberto Spinetta,punk-rock,0.476,0.735,-8.537,0.239,0.39,316040,0.0983,0.029,39,Rock
85511,Montón (U & Me),GUFI,punk-rock,0.709,0.643,-7.414,0.15,0.674,137773,0.00307,0.0373,38,Rock
85512,Fenix,Tronic,punk-rock,0.938,0.466,-3.089,0.345,0.431,191277,0.00355,0.0523,39,Rock
85513,80's,Allison,punk-rock,0.714,0.695,-5.989,0.0394,0.964,175333,0.0345,0.0333,40,Rock
85514,Muži,Rybičky 48,punk-rock,0.714,0.569,-5.445,0.219,0.509,220031,0.00825,0.038,38,Rock
85515,Masih Banyak Hati Yang Menunggu,Rocket Rockers,punk-rock,0.914,0.469,-3.384,0.0911,0.721,206448,0.000797,0.0493,39,Rock
85516,Otra Vez,Tronic,punk-rock,0.921,0.485,-2.004,0.33,0.963,145000,0.00654,0.0592,39,Rock
85517,Criminal Mambo,Patricio Rey y sus Redonditos de Ricota,punk-rock,0.596,0.338,-9.381,0.0892,0.314,292706,0.00976,0.0339,39,Rock
85518,Lo que doy - Vivo,Ratones Paranoicos,punk-rock,0.897,0.499,-5.659,0.904,0.545,267213,0.174,0.0394,39,Rock
85519,Las Increíbles Andanzas del Capitán Buscapina en Cybersiberia,Patricio Rey y sus Redonditos de Ricota,punk-rock,0.886,0.51,-6.94,0.0577,0.89,284533,0.000862,0.0437,39,Rock
85520,Pasos - Remasterizado 2007,Soda Stereo,punk-rock,0.581,0.469,-10.358,0.102,0.356,233706,0.0626,0.0341,39,Rock
85521,Punk Superstars,GUFI,punk-rock,0.956,0.508,-6.303,0.0991,0.783,187742,0.000782,0.0587,38,Rock
85523,Bitchin' Camaro,The Dead Milkmen,punk-rock,0.494,0.552,-11.823,0.0561,0.817,181066,0.595,0.44,39,Rock
85525,Indómito Sentir,El Bordo,punk-rock,0.753,0.606,-5.194,0.137,0.651,249438,0.00145,0.0389,38,Rock
85526,Ztráta imunity,Tři Sestry,punk-rock,0.951,0.195,-5.969,0.907,0.394,115080,0.031,0.211,38,Rock
85527,Rebelde sem causa,Ultraje a Rigor,punk-rock,0.864,0.665,-9.67,0.102,0.906,203306,0.0991,0.0551,38,Rock
85528,Sanatório,Tianastacia,punk-rock,0.856,0.462,-6.899,0.223,0.752,239840,0.0232,0.0385,38,Rock
85529,Silvia - Ao Vivo,Camisa de Vênus,punk-rock,0.813,0.566,-13.93,0.875,0.413,317853,0.0761,0.054,38,Rock
85530,I Do,boom boom kid,punk-rock,0.599,0.383,-5.511,0.0747,0.419,139733,0.197,0.11,38,Rock
85532,Los Dinosaurios - Live,Charly García,punk-rock,0.52,0.42,-13.33,0.539,0.286,220533,0.903,0.126,39,Rock
85533,Nazi-Czech,Totální nasazení,punk-rock,0.937,0.342,-3.725,0.173,0.818,153760,0.00791,0.0951,38,Rock
85535,Ni Un Segundo - Remasterizado 2007,Soda Stereo,punk-rock,0.875,0.7,-6.094,0.103,0.942,207240,0.0919,0.0363,39,Rock
85537,Silbando una ilusión,El Bordo,punk-rock,0.682,0.574,-4.682,0.129,0.594,203573,0.1,0.0317,39,Rock
85538,Juegos Incompletos,Virus,punk-rock,0.903,0.689,-7.128,0.185,0.855,221546,0.319,0.0774,38,Rock
85542,Rádio Blá (Blá Blá Bla´...Eu Te Amo) [Deluxe Version],Lobão,punk-rock,0.958,0.313,-4.079,0.91,0.539,254049,0.0397,0.15,38,Rock
85543,Hledáme zpěváka,Wohnout,punk-rock,0.891,0.614,-5.98,0.088,0.329,251280,0.0392,0.0522,38,Rock
85546,Kovárna I,Tři Sestry,punk-rock,0.889,0.311,-6.448,0.447,0.668,234440,0.00428,0.16,38,Rock
85547,Menina Linda,Tequila Baby,punk-rock,0.755,0.581,-5.701,0.105,0.89,214986,0.000235,0.0347,37,Rock
85553,Heads Will Roll - A-Trak Remix Radio Edit,Yeah Yeah Yeahs;A-Trak,punk-rock,0.805,0.68,-3.232,0.237,0.865,203920,0.0134,0.0801,57,Rock
85554,LOVE ABOUT IT (feat. blackbear),Waterparks;blackbear,punk-rock,0.84,0.49,-3.777,0.726,0.426,172375,0.0289,0.0571,57,Rock
85555,What's New Scooby-Doo?,Simple Plan,punk-rock,0.946,0.486,-5.509,0.11,0.509,68695,8.94e-05,0.0807,63,Rock
85556,This Night Has Opened My Eyes - 2011 Remaster,The Smiths,punk-rock,0.628,0.696,-8.407,0.272,0.701,221533,0.00102,0.0274,69,Rock
85558,Feeling This,blink-182,punk-rock,0.962,0.411,-5.952,0.529,0.622,172645,0.103,0.0917,71,Rock
85559,Kids In The Dark,All Time Low,punk-rock,0.981,0.519,-3.472,0.0903,0.765,216689,0.00137,0.0733,60,Rock
85562,120 Km/hr,Allison,punk-rock,0.961,0.502,-2.169,0.208,0.457,222026,0.00631,0.0656,39,Rock
85563,Tu Sonrisa,1280 Almas,punk-rock,0.72,0.588,-9.752,0.113,0.78,277280,0.00712,0.0307,37,Rock
85564,El deseo,Massacre,punk-rock,0.821,0.531,-5.547,0.317,0.321,303531,0.00033,0.0275,38,Rock
85565,#eeeaa,Endank Soekamti;CJR,punk-rock,0.799,0.715,-5.386,0.236,0.676,264200,2.75e-05,0.0529,38,Rock
85566,Hoy,Tronic,punk-rock,0.985,0.384,-2.165,0.633,0.731,131001,0.00745,0.0779,38,Rock
85568,Kunang Kunang,Endank Soekamti;E'snanas,punk-rock,0.851,0.706,-4.334,0.205,0.876,146160,0.000405,0.0364,38,Rock
85569,Pertempuran Hati,NTRL;Indra7,punk-rock,0.809,0.549,-9.882,0.249,0.321,285893,0.000869,0.0346,38,Rock
85570,Prendan la Radio,Tronic,punk-rock,0.991,0.525,-1.03,0.602,0.753,162861,0.0722,0.0943,38,Rock
85571,Mantan Jadi Teman,Endank Soekamti,punk-rock,0.93,0.548,-2.211,0.0777,0.777,197560,0.0109,0.112,38,Rock
85572,Vida Bandida,Lobão,punk-rock,0.776,0.688,-13.531,0.173,0.353,184426,0.573,0.0457,38,Rock
85575,Ella Es Tan Kubrick,Charly García,punk-rock,0.924,0.765,-5.579,0.315,0.918,181413,0.121,0.0313,38,Rock
85577,Entero O A Pedazos - Acustico,Catupecu Machu,punk-rock,0.468,0.519,-7.287,0.702,0.352,306546,0.563,0.0357,38,Rock
85578,El Tiempo Es Dinero - Remasterizado 2007,Soda Stereo,punk-rock,0.921,0.554,-4.589,0.329,0.7,177266,0.0194,0.0758,38,Rock
85579,No Me Importa Morir,El Otro Yo,punk-rock,0.948,0.505,-5.372,0.247,0.557,194000,0.125,0.0673,38,Rock
85581,Intento Fallido No. 7,Chingadazo de Kung Fu,punk-rock,0.897,0.442,-7.1,0.168,0.575,201069,0.013,0.0439,38,Rock
85582,Estamos Todos Bêbados,Matanza,punk-rock,0.908,0.361,-5.56,0.302,0.785,212666,0.336,0.0356,38,Rock
85583,Hacelo por Mí (En Vivo),Attaque 77,punk-rock,0.952,0.234,-3.577,0.569,0.579,215240,0.000162,0.0393,38,Rock
85585,No Me Arrepiento de Este Amor (En Vivo),Attaque 77,punk-rock,0.989,0.193,-3.351,0.969,0.193,298186,0.000855,0.113,37,Rock
85587,"Ei rautoihin, ei lautoihin",Tehosekoitin,punk-rock,0.971,0.28,-4.719,0.44,0.518,239443,0.0046,0.0836,38,Rock
85588,Siempre Acampa,Peligrosos Gorriones,punk-rock,0.761,0.742,-8.661,0.103,0.623,224893,0.000482,0.0267,38,Rock
85589,Que Loucura! (Versão Acústica),Cachorro Grande,punk-rock,0.877,0.598,-4.381,0.811,0.695,214000,0.207,0.027,38,Rock
85591,Magdalena,Rybičky 48,punk-rock,0.892,0.703,-3.06,0.284,0.833,201058,0.27,0.0335,38,Rock
85593,Hospodo nalejvej,Alkehol,punk-rock,0.913,0.583,-6.295,0.0507,0.688,204093,0.00516,0.0645,38,Rock
85595,No Bombardeen Buenos Aires,Charly García,punk-rock,0.662,0.757,-10.468,0.293,0.851,243680,0.0643,0.0967,38,Rock
85598,Ať seš punk,Tři Sestry,punk-rock,0.95,0.513,-3.979,0.317,0.493,213600,0.00367,0.0944,38,Rock
85599,Bislett Stadion,Oslo Ess,punk-rock,0.984,0.451,-1.386,0.416,0.669,167746,0.00137,0.09,37,Rock
85602,It Ends Tonight,The All-American Rejects,punk-rock,0.631,0.454,-4.733,0.177,0.313,244826,0.00233,0.0268,58,Rock
85603,Weightless,All Time Low,punk-rock,0.923,0.497,-4.512,0.158,0.663,198000,0.00282,0.138,66,Rock
85604,Thunder,Boys Like Girls,punk-rock,0.821,0.508,-5.279,0.316,0.463,236680,0.223,0.0395,57,Rock
85605,This Song Saved My Life,Simple Plan,punk-rock,0.879,0.513,-3.948,0.254,0.319,192280,0.00159,0.0316,50,Rock
85606,Don't Say Goodnight,Hot Chelle Rae,punk-rock,0.791,0.599,-4.975,0.0924,0.574,211813,0.0064,0.0585,52,Rock
85607,Turbulent,Waterparks,punk-rock,0.841,0.532,-4.993,0.136,0.23,162577,0.0272,0.172,66,Rock
85608,Wolf,Yeah Yeah Yeahs,punk-rock,0.812,0.576,-5.035,0.116,0.32,253026,0.0108,0.0505,64,Rock
85609,Moon,The Cab,punk-rock,0.783,0.523,-6.38,0.22,0.723,196720,0.00062,0.0331,55,Rock
85610,Endlessly,The Cab,punk-rock,0.86,0.505,-5.459,0.138,0.516,237879,0.0489,0.0975,53,Rock
85611,Want You Bad,The Offspring,punk-rock,0.966,0.491,-4.28,0.307,0.614,202573,5.59e-05,0.0538,72,Rock
85612,Fractal,Margarita Siempre Viva,punk-rock,0.661,0.336,-6.755,0.179,0.19,265173,0.409,0.0338,37,Rock
85613,Halo Lunar,Luis Alberto Spinetta,punk-rock,0.312,0.713,-10.86,0.137,0.603,334226,0.131,0.0568,38,Rock
